Task_ID,Task_Name,Task_Description,Task_Owner,Task_Type,Category,Revised_Category,Category_Match,Complexity,Time_Human,Time_AI,Time_Human_AI,Comments
ISSUE_000097,HCPCS/coding-rule data changes,"Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Repetitive work reported for NandanDate-Medicodio: HCPCS/coding-rule data changes. / Recommended: Automate with Devin — rule changes + generated regression tests are well-scoped",NandanDate-Medicodio,Code fix,BUG,ENHANCEMENT,no,6,06:00,00:30,03:30,"reported as bug but category MISSING_TEST shows the capability does not exist yet, so it is an enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000092,"UAT→prod promotion pairs (same diff, two PRs)","Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Repetitive work reported for Medicodio-Amit: UAT→prod promotion pairs (same diff, two PRs). / Recommended: Automate through scripts/tooling — one promotion job per release",Medicodio-Amit,Code fix,ENHANCEMENT,ENHANCEMENT,yes,7,07:00,00:30,04:00,"category MECHANICAL_MIGRATION confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000093,Devin-generated tests for the Co-Pilot escalation path (chart finished-but-not-clean states) — the feature shipped without visible new tests.,"Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Delegation opportunity recorded for Medicodio-Amit: Devin-generated tests for the Co-Pilot escalation path (chart finished-but-not-clean states) — the feature shipped without visible new tests. / Recommended: PROPOSE: no approved playbook matched; request human direction.",Medicodio-Amit,Code fix,ENHANCEMENT,ENHANCEMENT,yes,6,06:00,00:30,03:30,"category MISSING_TEST confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000098,Devin-generated regression tests for HCPCS/ophthalmology rule changes — #392 shipped with a post-merge Devin Review finding and no visible tests.,"Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Delegation opportunity recorded for NandanDate-Medicodio: Devin-generated regression tests for HCPCS/ophthalmology rule changes — #392 shipped with a post-merge Devin Review finding and no visible tests. / Recommended: PROPOSE: no approved playbook matched; request human direction.",NandanDate-Medicodio,Code fix,BUG,ENHANCEMENT,no,6,06:00,00:30,03:30,"reported as bug but category MISSING_TEST shows the capability does not exist yet, so it is an enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000102,Direct config-change PRs to the prod release branch,"Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Repetitive work reported for avinash-codio: Direct config-change PRs to the prod release branch. / Recommended: Automate through scripts/tooling — config diffs validated against environment schemas before merge",avinash-codio,Tooling / automation,ENHANCEMENT,ENHANCEMENT,yes,7,05:45,00:30,03:30,"category AUTOMATION_OPPORTUNITY confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000106,"Mega-PRs mixing KB, MCP, UI concerns","Work carried out: medicodio-nextgen-app-nodejs: repository history shows no commits on 2026-08-24; medicodio-nextgen-app-react: repository history shows no commits on 2026-08-24 / Code now: medicodio-nextgen-app-nodejs reviewed read-only (886 source file(s)); no file paths were reported; medicodio-nextgen-app-react reviewed read-only (1065 source file(s)); no file paths were reported / Reported: Repetitive work reported for hitesh: Mega-PRs mixing KB, MCP, UI concerns. / Recommended: Automate with Devin — split into scoped PRs; Devin can do the mechanical split",hitesh,Code fix,ENHANCEMENT,ENHANCEMENT,yes,8,08:00,00:45,04:45,"category MECHANICAL_MIGRATION confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000118,Devin-generated tests for the impersonation/session-management path (#564/#490) — security-sensitive functionality merged with no visible new tests.,Work carried out: medicodio-nextgen-app-nodejs: repository history shows no commits on 2026-08-24; medicodio-nextgen-app-react: repository history shows no commits on 2026-08-24 / Code now: medicodio-nextgen-app-nodejs reviewed read-only (886 source file(s)); no file paths were reported; medicodio-nextgen-app-react reviewed read-only (1065 source file(s)); no file paths were reported / Reported: Delegation opportunity recorded for jatinkushwaha-medicodio: Devin-generated tests for the impersonation/session-management path (#564/#490) — security-sensitive functionality merged with no visible new tests. / Recommended: PROPOSE: no approved playbook matched; request human direction.,jatinkushwaha-medicodio,Code fix,ENHANCEMENT,ENHANCEMENT,yes,7,07:00,00:30,04:00,"category MISSING_TEST confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000125,Devin-generated tests for the event-driven batch-run fan-out — 68 files of pipeline logic merged with an unresolved finding.,Work carried out: medicodio-nextgen-integration: repository history was not read (no local checkout with history) / Code now: medicodio-nextgen-integration was not inspected (no local checkout configured) / Reported: Delegation opportunity recorded for sameer-s-mansur: Devin-generated tests for the event-driven batch-run fan-out — 68 files of pipeline logic merged with an unresolved finding. / Recommended: INVESTIGATE AND PROPOSE: no implementation until a human approves.,sameer-s-mansur,Code fix,ENHANCEMENT,ENHANCEMENT,yes,4,04:00,00:15,02:15,"category MISSING_TEST confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000094,Automate the UAT→prod promotion pair creation.,"Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Delegation opportunity recorded for Medicodio-Amit: Automate the UAT→prod promotion pair creation. / Recommended: PROPOSE: no approved playbook matched; request human direction.",Medicodio-Amit,Code fix,ENHANCEMENT,ENHANCEMENT,yes,7,07:00,00:30,04:00,"category MECHANICAL_MIGRATION confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000107,"Use Devin to split the next KB/MCP wave into scoped PRs (backend API, MCP domain, UI) — the mechanical separation is well-defined.","Work carried out: medicodio-nextgen-app-nodejs: repository history shows no commits on 2026-08-24; medicodio-nextgen-app-react: repository history shows no commits on 2026-08-24 / Code now: medicodio-nextgen-app-nodejs reviewed read-only (886 source file(s)); no file paths were reported; medicodio-nextgen-app-react reviewed read-only (1065 source file(s)); no file paths were reported / Reported: Delegation opportunity recorded for hitesh: Use Devin to split the next KB/MCP wave into scoped PRs (backend API, MCP domain, UI) — the mechanical separation is well-defined. / Recommended: PROPOSE: no approved playbook matched; request human direction.",hitesh,Code fix,ENHANCEMENT,ENHANCEMENT,yes,8,08:00,00:45,04:45,"category MECHANICAL_MIGRATION confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
