Task_ID,Task_Name,Task_Description,Task_Owner,Task_Type,Category,Revised_Category,Category_Match,Complexity,Time_Human,Time_AI,Time_Human_AI,Comments
ISSUE_000249,Removing PHI/sensitive columns from API responses one endpoint at a time,"Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Repetitive work reported for jatinkushwaha-medicodio: Removing PHI/sensitive columns from API responses one endpoint at a time. / Recommended: Automate through scripts/tooling — a response-schema allowlist test that fails when a PHI column appears in a payload",jatinkushwaha-medicodio,Tooling / automation,BUG,ENHANCEMENT,no,9,07:30,00:30,04:15,"reported as bug but category AUTOMATION_OPPORTUNITY shows the capability does not exist yet, so it is an enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000252,"Delegate a PHI-masking regression suite covering masked date formatting, dispatch-batch responses and grant-based unmasking — the three defects he fixed by hand","Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Delegation opportunity recorded for jatinkushwaha-medicodio: Delegate a PHI-masking regression suite covering masked date formatting, dispatch-batch responses and grant-based unmasking — the three defects he fixed by hand today are one test class. / Recommended: PROPOSE: no approved playbook matched; request human direction.",jatinkushwaha-medicodio,Code fix,BUG,ENHANCEMENT,no,8,08:00,00:45,04:45,"reported as bug but category MISSING_TEST shows the capability does not exist yet, so it is an enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000266,"Long-lived personal feature branches (`hitesh/...-20260825`, `hitesh/invoicing-billing-suite-20260807`)","Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Repetitive work reported for hiteshjrxmedicodio: Long-lived personal feature branches (`hitesh/...-20260825`, `hitesh/invoicing-billing-suite-20260807`). / Recommended: Improve documentation/process — draft PR at first push",hiteshjrxmedicodio,Process change,ENHANCEMENT,ENHANCEMENT,yes,9,04:30,00:15,02:30,"category PROCESS_PRACTICE confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000231,UAT→prod promotion PRs,"Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Repetitive work reported for Shashvi1: UAT→prod promotion PRs. / Recommended: Automate through scripts/tooling — a promotion workflow that opens the PR with the diff summary",Shashvi1,Code fix,ENHANCEMENT,ENHANCEMENT,yes,7,07:00,00:30,04:00,"category MECHANICAL_MIGRATION confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000232,Delegate regression tests for the exclusion-validation lane — the fix changed lane wiring with no test commit.,"Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Delegation opportunity recorded for Shashvi1: Delegate regression tests for the exclusion-validation lane — the fix changed lane wiring with no test commit. / Recommended: PROPOSE: no approved playbook matched; request human direction.",Shashvi1,Code fix,BUG,ENHANCEMENT,no,6,06:00,00:30,03:30,"reported as bug but category MISSING_TEST shows the capability does not exist yet, so it is an enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000237,"Delegate a regression test for the single-anchor `linking_removal` path — the bug was that a whole chart class was skipped, which is exactly what a test pins.","Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Delegation opportunity recorded for avinash-codio: Delegate a regression test for the single-anchor `linking_removal` path — the bug was that a whole chart class was skipped, which is exactly what a test pins. / Recommended: PROPOSE: no approved playbook matched; request human direction.",avinash-codio,Code fix,BUG,ENHANCEMENT,no,6,06:00,00:30,03:30,"reported as bug but category MISSING_TEST shows the capability does not exist yet, so it is an enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000242,Approving and merging promotion PRs with a one-word body,"Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Repetitive work reported for NandanDate-Medicodio: Approving and merging promotion PRs with a one-word body. / Recommended: Improve documentation/process — a 3-line review template (checked / not checked / verdict) required on `uat` and `release/prod_3.0`",NandanDate-Medicodio,Code fix,ENHANCEMENT,ENHANCEMENT,yes,6,06:00,00:30,03:30,"category MECHANICAL_MIGRATION confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000248,Delegate a benchmark/test harness for recall quality so the draft can be evaluated rather than debated.,"Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Delegation opportunity recorded for ashwinsk-medicodio: Delegate a benchmark/test harness for recall quality so the draft can be evaluated rather than debated. / Recommended: PROPOSE: no approved playbook matched; request human direction.",ashwinsk-medicodio,Code fix,ENHANCEMENT,ENHANCEMENT,yes,6,06:00,00:30,03:30,"category MISSING_TEST confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000251,`lgtm` approvals on prod promotions,"Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Repetitive work reported for jatinkushwaha-medicodio: `lgtm` approvals on prod promotions. / Recommended: Improve documentation/process — 3-line review template, mandatory on `release/prod_1.0`",jatinkushwaha-medicodio,Code fix,ENHANCEMENT,ENHANCEMENT,yes,6,06:00,00:30,03:30,"category MECHANICAL_MIGRATION confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000257,No tests with behaviour changes,"Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Recurring pattern flagged for jatinkushwaha-medicodio: No tests with behaviour changes. / Recommended: Delegate the regression suite to Devin",jatinkushwaha-medicodio,Code fix,BUG,ENHANCEMENT,no,6,06:00,00:30,03:30,"reported as bug but category MISSING_TEST shows the capability does not exist yet, so it is an enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
