Task_ID,Task_Name,Task_Description,Task_Owner,Task_Type,Category,Revised_Category,Category_Match,Complexity,Time_Human,Time_AI,Time_Human_AI,Comments
ISSUE_000316,Good Devin Candidate: unit tests for `claimOwner` / filter pruning.,"Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Delegation opportunity recorded for jatinkushwaha-medicodio: Good Devin Candidate: unit tests for `claimOwner` / filter pruning. / Recommended: PROPOSE: no approved playbook matched; request human direction.",jatinkushwaha-medicodio,Code fix,ENHANCEMENT,ENHANCEMENT,yes,6,06:00,00:30,03:30,"category MISSING_TEST confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000321,"Good Devin Candidate: unit tests for `emMethodForCode` priority and canEdit gating — 4 PRs, 0 tests.","Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Delegation opportunity recorded for amit-pandey-medicodio: Good Devin Candidate: unit tests for `emMethodForCode` priority and canEdit gating — 4 PRs, 0 tests. / Recommended: PROPOSE: no approved playbook matched; request human direction.",amit-pandey-medicodio,Code fix,ENHANCEMENT,ENHANCEMENT,yes,6,06:00,00:30,03:30,"category MISSING_TEST confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000325,UAT-only fixes ported back to Dev by hand,"Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Repetitive work reported for sameer-s-mansur: UAT-only fixes ported back to Dev by hand. / Recommended: Automate through scripts/tooling — drift diff job (3rd recommendation)",sameer-s-mansur,Tooling / automation,BUG,ENHANCEMENT,no,7,05:45,00:30,03:30,"reported as bug but category AUTOMATION_OPPORTUNITY shows the capability does not exist yet, so it is an enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000326,Seed values violating DB CHECK constraints,"Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Repetitive work reported for sameer-s-mansur: Seed values violating DB CHECK constraints. / Recommended: Automate with Devin — constraint-validation test over seeds",sameer-s-mansur,Tooling / automation,ENHANCEMENT,ENHANCEMENT,yes,7,05:45,00:30,03:30,"category AUTOMATION_OPPORTUNITY confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000333,Good Devin Candidate: unit tests for the exact-code selection and note formatter libraries.,"Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Delegation opportunity recorded for sumedh-codio: Good Devin Candidate: unit tests for the exact-code selection and note formatter libraries. / Recommended: PROPOSE: no approved playbook matched; request human direction.",sumedh-codio,Code fix,ENHANCEMENT,ENHANCEMENT,yes,6,06:00,00:30,03:30,"category MISSING_TEST confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000348,Possible Devin Candidate: contract tests for CDI Phase 2 → coder handoff.,"Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Delegation opportunity recorded for vishnu-saikarthik: Possible Devin Candidate: contract tests for CDI Phase 2 → coder handoff. / Recommended: PROPOSE: no approved playbook matched; request human direction.",vishnu-saikarthik,Code fix,ENHANCEMENT,ENHANCEMENT,yes,6,06:00,00:30,03:30,"category MISSING_TEST confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000350,Good Devin Candidate: regression test for the never-saved add/replace bug once a PR exists.,"Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Delegation opportunity recorded for Hitesh Shanthakumar: Good Devin Candidate: regression test for the never-saved add/replace bug once a PR exists. / Recommended: PROPOSE: no approved playbook matched; request human direction.",Hitesh Shanthakumar,Code fix,BUG,ENHANCEMENT,no,6,06:00,00:30,03:30,"reported as bug but category MISSING_TEST shows the capability does not exist yet, so it is an enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000315,Dev→UAT→prod promotion PRs with badge-only bodies,"Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Repetitive work reported for jatinkushwaha-medicodio: Dev→UAT→prod promotion PRs with badge-only bodies. / Recommended: Automate through scripts/tooling — body generator (3rd recommendation)",jatinkushwaha-medicodio,Code fix,ENHANCEMENT,ENHANCEMENT,yes,7,07:00,00:30,04:00,"category MECHANICAL_MIGRATION confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000317,Good Devin Candidate: promotion-PR body script listing included PRs and open-finding counts.,"Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Delegation opportunity recorded for jatinkushwaha-medicodio: Good Devin Candidate: promotion-PR body script listing included PRs and open-finding counts. / Recommended: PROPOSE: no approved playbook matched; request human direction.",jatinkushwaha-medicodio,Code fix,ENHANCEMENT,ENHANCEMENT,yes,7,07:00,00:30,04:00,"category MECHANICAL_MIGRATION confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000319,Promotion with unanswered Devin findings,"Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Recurring pattern flagged for jatinkushwaha-medicodio: Promotion with unanswered Devin findings. / Recommended: Resolve on the UAT PR before prod",jatinkushwaha-medicodio,Code fix,ENHANCEMENT,ENHANCEMENT,yes,7,07:00,00:30,04:00,"category MECHANICAL_MIGRATION confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000320,Empty approvals on promotions,"Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Repetitive work reported for amit-pandey-medicodio: Empty approvals on promotions. / Recommended: Improve documentation/process — approval template",amit-pandey-medicodio,Code fix,ENHANCEMENT,ENHANCEMENT,yes,7,07:00,00:30,04:00,"category MECHANICAL_MIGRATION confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000322,Possible Devin Candidate: open-findings digest before promotion approval.,"Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Delegation opportunity recorded for amit-pandey-medicodio: Possible Devin Candidate: open-findings digest before promotion approval. / Recommended: PROPOSE: no approved playbook matched; request human direction.",amit-pandey-medicodio,Code fix,ENHANCEMENT,ENHANCEMENT,yes,7,07:00,00:30,04:00,"category MECHANICAL_MIGRATION confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000324,No tests in app repos,"Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Recurring pattern flagged for amit-pandey-medicodio: No tests in app repos. / Recommended: Devin-generated tests per fix",amit-pandey-medicodio,Tooling / automation,ENHANCEMENT,ENHANCEMENT,yes,7,05:45,00:30,03:30,"category AUTOMATION_OPPORTUNITY confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000328,Good Devin Candidate: UAT↔Dev drift report script.,"Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Delegation opportunity recorded for sameer-s-mansur: Good Devin Candidate: UAT↔Dev drift report script. / Recommended: INVESTIGATE AND PROPOSE: no implementation until a human approves.",sameer-s-mansur,Tooling / automation,BUG,ENHANCEMENT,no,7,05:45,00:30,03:30,"reported as bug but category AUTOMATION_OPPORTUNITY shows the capability does not exist yet, so it is an enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000329,UAT→Dev drift ported manually,"Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Recurring pattern flagged for sameer-s-mansur: UAT→Dev drift ported manually. / Recommended: Drift script",sameer-s-mansur,Tooling / automation,BUG,ENHANCEMENT,no,7,05:45,00:30,03:30,"reported as bug but category AUTOMATION_OPPORTUNITY shows the capability does not exist yet, so it is an enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000330,Prod promotion merged < 1 min with badge body,"Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Recurring pattern flagged for sameer-s-mansur: Prod promotion merged < 1 min with badge body. / Recommended: Body + findings check",sameer-s-mansur,Code fix,ENHANCEMENT,ENHANCEMENT,yes,7,07:00,00:30,04:00,"category MECHANICAL_MIGRATION confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000332,"Selector reconnaissance commits (""record the SIS … selectors"")","Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Repetitive work reported for sumedh-codio: Selector reconnaissance commits (""record the SIS … selectors""). / Recommended: Automate through scripts/tooling — selector inventory file",sumedh-codio,Tooling / automation,ENHANCEMENT,ENHANCEMENT,yes,7,05:45,00:30,03:30,"category AUTOMATION_OPPORTUNITY confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000340,Badge-only prod PR bodies,"Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Repetitive work reported for avinash-codio: Badge-only prod PR bodies. / Recommended: Automate through scripts/tooling",avinash-codio,Code fix,ENHANCEMENT,ENHANCEMENT,yes,7,07:00,00:30,04:00,"category MECHANICAL_MIGRATION confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000344,Real-profile runs recorded as test commits,"Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Repetitive work reported for afifashaikh007: Real-profile runs recorded as test commits. / Recommended: Automate through scripts/tooling — fixture generator",afifashaikh007,Tooling / automation,ENHANCEMENT,ENHANCEMENT,yes,7,05:45,00:30,03:30,"category AUTOMATION_OPPORTUNITY confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000331,Empty-body self-merge to `main`,"Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Repetitive work reported for sumedh-codio: Empty-body self-merge to `main`. / Recommended: Improve documentation/process — branch protection + 1 reviewer",sumedh-codio,Process change,ENHANCEMENT,ENHANCEMENT,yes,8,04:00,00:15,02:15,"category PROCESS_PRACTICE confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000129,—,"Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Repetitive work reported for vishnu-saikarthik: —. / Recommended: —","Hitesh Shanthakumar, vishnu-saikarthik",Process change,ENHANCEMENT,ENHANCEMENT,yes,8,04:00,00:15,02:15,"category PROCESS_PRACTICE confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000352,PRs closed/left without dispositions,"Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Repetitive work reported for Murali-Shetty19: PRs closed/left without dispositions. / Recommended: Improve documentation/process",Murali-Shetty19,Process change,ENHANCEMENT,ENHANCEMENT,yes,8,04:00,00:15,02:15,"category PROCESS_PRACTICE confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000318,Empty approvals,"Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Recurring pattern flagged for jatinkushwaha-medicodio: Empty approvals. / Recommended: Approval names findings checked",jatinkushwaha-medicodio,Process change,ENHANCEMENT,ENHANCEMENT,yes,8,04:00,00:15,02:15,"category PROCESS_PRACTICE confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000323,Empty approvals,"Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Recurring pattern flagged for amit-pandey-medicodio: Empty approvals. / Recommended: Template",amit-pandey-medicodio,Process change,ENHANCEMENT,ENHANCEMENT,yes,8,04:00,00:15,02:15,"category PROCESS_PRACTICE confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000327,Good Devin Candidate: seed-vs-CHECK validation test.,"Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Delegation opportunity recorded for sameer-s-mansur: Good Devin Candidate: seed-vs-CHECK validation test. / Recommended: INVESTIGATE AND PROPOSE: no implementation until a human approves.",sameer-s-mansur,Process change,ENHANCEMENT,ENHANCEMENT,yes,8,04:00,00:15,02:15,"category PROCESS_PRACTICE confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000334,Good Devin Candidate: Robot dry-run + `robocop` CI (no CI exists).,"Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Delegation opportunity recorded for sumedh-codio: Good Devin Candidate: Robot dry-run + `robocop` CI (no CI exists). / Recommended: INVESTIGATE AND PROPOSE: no implementation until a human approves.",sumedh-codio,Process change,ENHANCEMENT,ENHANCEMENT,yes,8,04:00,00:15,02:15,"category PROCESS_PRACTICE confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000335,Empty-body self-merge,"Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Recurring pattern flagged for sumedh-codio: Empty-body self-merge. / Recommended: Branch protection on `main`",sumedh-codio,Process change,ENHANCEMENT,ENHANCEMENT,yes,8,04:00,00:15,02:15,"category PROCESS_PRACTICE confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000336,Empty approvals on integration prod PRs,"Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Recurring pattern flagged for sumedh-codio: Empty approvals on integration prod PRs. / Recommended: Approval template",sumedh-codio,Process change,ENHANCEMENT,ENHANCEMENT,yes,8,04:00,00:15,02:15,"category PROCESS_PRACTICE confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000337,uat→prod approvals within 2 min,"Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Repetitive work reported for NandanDate-Medicodio: uat→prod approvals within 2 min. / Recommended: Improve documentation/process — findings check before prod",NandanDate-Medicodio,Process change,ENHANCEMENT,ENHANCEMENT,yes,8,04:00,00:15,02:15,"category PROCESS_PRACTICE confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000338,Possible Devin Candidate: open-findings digest on prod PRs (recommended 09-09).,"Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Delegation opportunity recorded for NandanDate-Medicodio: Possible Devin Candidate: open-findings digest on prod PRs (recommended 09-09). / Recommended: INVESTIGATE AND PROPOSE: no implementation until a human approves.",NandanDate-Medicodio,Process change,ENHANCEMENT,ENHANCEMENT,yes,8,04:00,00:15,02:15,"category PROCESS_PRACTICE confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000339,One-word prod approval with open findings,"Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Recurring pattern flagged for NandanDate-Medicodio: One-word prod approval with open findings. / Recommended: Disposition before prod",NandanDate-Medicodio,Process change,ENHANCEMENT,ENHANCEMENT,yes,8,04:00,00:15,02:15,"category PROCESS_PRACTICE confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000341,Good Devin Candidate: open a draft PR on `feat/checkpoint`.,"Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Delegation opportunity recorded for avinash-codio: Good Devin Candidate: open a draft PR on `feat/checkpoint`. / Recommended: INVESTIGATE AND PROPOSE: no implementation until a human approves.",avinash-codio,Process change,ENHANCEMENT,ENHANCEMENT,yes,7,03:30,00:15,02:00,"category PROCESS_PRACTICE confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000342,One-word approvals,"Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Recurring pattern flagged for avinash-codio: One-word approvals. / Recommended: Template",avinash-codio,Process change,ENHANCEMENT,ENHANCEMENT,yes,8,04:00,00:15,02:15,"category PROCESS_PRACTICE confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
