Task_ID,Task_Name,Task_Description,Task_Owner,Task_Type,Category,Revised_Category,Category_Match,Complexity,Time_Human,Time_AI,Time_Human_AI,Comments
ISSUE_000315,Fix-after-Devin-finding commits on validators/coercion,"Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Repetitive work reported for jatinkushwaha-medicodio: Fix-after-Devin-finding commits on validators/coercion. / Recommended: Automate with Devin — zod schema tests for every route",jatinkushwaha-medicodio,Code fix,ENHANCEMENT,ENHANCEMENT,yes,6,06:00,00:30,03:30,"category MISSING_TEST confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000317,"Regression tests for batch-run creation (`retry_of`, null/zero coercion, import find-or-create bypass).","Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Delegation opportunity recorded for jatinkushwaha-medicodio: Regression tests for batch-run creation (`retry_of`, null/zero coercion, import find-or-create bypass). / Recommended: PROPOSE: no approved playbook matched; request human direction.",jatinkushwaha-medicodio,Code fix,BUG,ENHANCEMENT,no,6,06:00,00:30,03:30,"reported as bug but category MISSING_TEST shows the capability does not exist yet, so it is an enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000327,Unit tests for the scope-list validator and the guideline loader.,"Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Delegation opportunity recorded for Vishnu Sai Karthik: Unit tests for the scope-list validator and the guideline loader. / Recommended: PROPOSE: no approved playbook matched; request human direction.",Vishnu Sai Karthik,Code fix,ENHANCEMENT,ENHANCEMENT,yes,6,06:00,00:30,03:30,"category MISSING_TEST confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000323,Long-lived branch without PR,"Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Repetitive work reported for Hitesh Shanthakumar: Long-lived branch without PR. / Recommended: Improve documentation/process — draft PR now",Hitesh Shanthakumar,Process change,ENHANCEMENT,ENHANCEMENT,yes,8,04:00,00:15,02:15,"category PROCESS_PRACTICE confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000326,PRs to `uat` with no human reviewer,"Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Repetitive work reported for Vishnu Sai Karthik: PRs to `uat` with no human reviewer. / Recommended: Improve documentation/process — assign a reviewer on open",Vishnu Sai Karthik,Process change,ENHANCEMENT,ENHANCEMENT,yes,8,04:00,00:15,02:15,"category PROCESS_PRACTICE confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000316,Open → approve → merge within 1–3 min,"Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Repetitive work reported for jatinkushwaha-medicodio: Open → approve → merge within 1–3 min. / Recommended: Improve documentation/process — minimum soak for Devin Review to finish",jatinkushwaha-medicodio,Process change,ENHANCEMENT,ENHANCEMENT,yes,8,04:00,00:15,02:15,"category PROCESS_PRACTICE confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000318,Excel export snapshot tests (header dedupe).,"Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Delegation opportunity recorded for jatinkushwaha-medicodio: Excel export snapshot tests (header dedupe). / Recommended: INVESTIGATE AND PROPOSE: no implementation until a human approves.",jatinkushwaha-medicodio,Process change,ENHANCEMENT,ENHANCEMENT,yes,8,04:00,00:15,02:15,"category PROCESS_PRACTICE confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000319,"Merge within minutes of opening, empty approval","Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Recurring pattern flagged for jatinkushwaha-medicodio: Merge within minutes of opening, empty approval. / Recommended: Require nodejs test run in CI before merge to `Dev_1.0`",jatinkushwaha-medicodio,Process change,ENHANCEMENT,ENHANCEMENT,yes,8,04:00,00:15,02:15,"category PROCESS_PRACTICE confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000320,Empty approve + merge of Jatin's PRs,"Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Repetitive work reported for amit-pandey-medicodio: Empty approve + merge of Jatin's PRs. / Recommended: Improve documentation/process — one line naming what was checked",amit-pandey-medicodio,Process change,ENHANCEMENT,ENHANCEMENT,yes,8,04:00,00:15,02:15,"category PROCESS_PRACTICE confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000321,"Ask Devin Review for a per-PR ""reviewer checklist"" digest and paste the checked items into the approval.","Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Delegation opportunity recorded for amit-pandey-medicodio: Ask Devin Review for a per-PR ""reviewer checklist"" digest and paste the checked items into the approval. / Recommended: INVESTIGATE AND PROPOSE: no implementation until a human approves.",amit-pandey-medicodio,Process change,ENHANCEMENT,ENHANCEMENT,yes,8,04:00,00:15,02:15,"category PROCESS_PRACTICE confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
ISSUE_000322,Empty approvals,"Work carried out: unresolved repository: repository history was not read (no local checkout with history) / Code now: target repository unresolved, so no code was inspected / Reported: Recurring pattern flagged for amit-pandey-medicodio: Empty approvals. / Recommended: Named checks in approval; CI test gate",amit-pandey-medicodio,Process change,ENHANCEMENT,ENHANCEMENT,yes,8,04:00,00:15,02:15,"category PROCESS_PRACTICE confirms the reported enhancement. state DEV_REVIEW, review PENDING. nothing changed (dry run)."
